watershed,dorsal.spine.1.len.mm.lateral,dorsal.spine.2.len.mm.lateral,dorsal.fin.len.mm.lateral,caudal.depth.mm.lateral,anal.fin.len.mm.lateral,pect.fin.insertion.len.mm.lateral,body.depth.mm.lateral,mouth.len.mm.lateral,snout.len.mm.lateral,eye.diam.mm.lateral,head.len.mm.lateral,pect.fin.wid.len.mm.lateral,pect.fin.len.mm.lateral,pect.fin.perim.mm.lateral,pect.fin.area.mm.lateral,standard.len.mm.lateral,buccal.cavity.length.mm,gape.width.mm,body.width.eye.mm,body.width.midbody.mm,pelvic.girdle.width.mm,pelvic.girdle.diamond.width.mm,pelvic.girdle.length.mm,pelvic.girdle.diamond.length.mm,body.width.anal.1.mm,body.width.anal.2.mm,Habitat.L.0..S.1,Mass.g,Standard.Length.mm,Left.Side.Pelvic.Spine.Length.mm,Left.Side.Plate.Count,Right.Side.Pelvic.Spine.Length.mm,Right.side.plate.count,Right.side.gill.raker.number.insitu,Right.Side.Gill.Raker.Number.dissected,Length.longest.raker.mm,Length.2nd.longest.raker.mm,Length.3rd.longest.raker.mm,raker.density.per.mm
misty,6.85,7.31,13.61,2.28,11.59,3.52,11.68,2.88,5.12,5.14,17.03,10.55,7.2,27.27,1636.68,58.06,13.22,3.45,2.52,4.09,4.97,3.2,12.41,9.33,5.19,3.45,0,2.32,57.88,9.14,7,10.34,6,22,22,1.48,1.59,1.57,2.62
misty,5.83,6.98,13.57,2.41,10.66,2.23,12.68,2.44,4.66,4.7,16.2,10.63,6.62,27.51,1667.66,58.87,12.66,3.14,2.64,4.35,6.21,3.85,13.05,9.8,4.67,3.19,0,2.5,57.13,9.23,6,9.59,7,20,20,0.72,0.75,0.77,2.49
misty,7.29,7.66,16.2,2.94,12.49,3.62,13.87,3.93,5.12,5.69,18.89,9.92,7.88,28.24,1774.73,62.61,13.48,3.79,3.33,5.34,6.26,3.94,12.8,9.13,5.49,3.49,0,3.26,61.27,10.27,7,10.47,6,19,17 two along bottom left behind; count confirmed,1.55,1.42,1.46,2.26
misty,6.59,7.8,13.38,2.71,10.17,3.45,14,1.92,4.87,5.21,17.49,11.1,7.56,29.53,2061.64,60.47,12.66,4.24,4.31,6.03,6.58,4.19,11.93,8.92,5.21,3.61,0,3.26,58.88,9.59,6,10.02,7,20,20,0.87,0.82,0.89,2.71
misty,5.07,6.34,14.47,2.58,11.43,2.76,12.28,3.18,5.09,5.53,17.84,9.96,7.02,26.77,1671.89,56.72,12.41,3.74,3.03,4.98,5.5,3.44,11.4,9.05,5.29,3.55,0,2.43,55.97,9.46,6,9.27,6,19,14 four along top separated; count confirmed,0.89,1.02,1.1,2.63
misty,6.15,6.85,15.52,2.58,11.73,3.03,13.26,3.43,5.03,5.71,17.4,7.93,7.09,24.6,1280.96,58.41,12.17,3.82,3.36,5.46,5.87,3.84,12.27,8.77,5.49,3.42,0,2.74,57.18,9.41,7,9.52,7,19,19,1.58,1.61,1.64,2.41
misty,6.71,7.04,15.09,2.68,12.02,3.4,14.64,3.36,5.12,5.82,18.44,10.45,7.16,28.87,1948.84,60.74,14.61,4.56,3.37,5.52,6.31,4.17,12.26,8.8,5.36,3.66,0,3.32,59.92,9.94,6,10.13,5,20,18 two along bottom left behind; count confirmed,1.15,1.37,1.18,2.25
misty,5.8,6.56,11.55,2.58,9.03,3.27,13.11,1.39,4.19,5.07,16.41,10.49,6.7,27.37,1606.63,57.13,11.17,4.45,5.03,4.92,5.87,3.77,11.94,8.57,4.92,3.25,0,2.66,55.92,9.65,6,9.6,5,20,20,0.68,0.6,0.74,2.37
misty,5.69,6.72,11.44,1.95,8.7,3.41,10.55,2.06,4,4.39,14.28,7.72,5.54,21.24,935.97,49.47,10.96,3.07,2.72,3.83,4.84,2.5,9.87,6.34,4.16,2.6,0,1.45,48.21,8.78,5,8.5,5,19,19,0.99,1.06,0.99,2.93
misty,5.99,6.9,16.74,2.4,12.56,2.64,13.08,3.48,4.7,5.2,17.6,10.79,6.73,28.87,2035.43,61.05,12.67,3.89,3.57,5.18,5.7,3.03,11.75,8.69,5.36,3.61,0,2.96,59.98,8.91,6,9.77,6,21,21,1.45,1.26,1.32,2.32
misty,6.78,7.84,14.17,2.3,10.58,2.99,12.82,2.72,4.45,5.47,17.68,7.93,7.39,24.12,1228.23,60.94,10.44,3.39,3.43,4.78,5.3,3.21,11.3,8.27,4.58,3.35,0,2.11,54.61,8.76,5,8.58,6,20,20,0.97,0.78,0.9,2.55
misty,7.13,7.68,14.67,2.51,10.27,3.75,14,2.6,4.47,4.66,17.15,8.67,7.18,26.99,1707.52,59.83,12.85,4.18,3.63,6.28,6.41,3.57,11.36,9.2,5.1,3.47,0,3.26,59.1,10.73,6,10.43,6,20,20,0.87,0.78,0.68,2.39
misty,7.25,7.87,14.66,2.53,10.03,4.07,14.37,2.16,5.43,5.16,18.14,9.49,6.25,26.68,1568.5,63.5,13.17,4.09,3.72,5.96,6.48,4.21,13.94,10.11,5.25,3.17,0,3.5,62.51,10.52,5,10.53,6,21,21,1.11,1.05,1.12,2.34
misty,6.27,6.93,15.48,2.7,11.16,2.82,14.13,2.75,5.08,5.88,18.39,9.09,7.62,26.7,1610.51,66.22,13.04,4.25,4.61,5.58,6.57,4.53,13.59,10.13,5.35,3.81,0,3.48,64.52,9.33,6,9.44,6,20,16 four along bottom left behind; count confirmed,1.09,1.1,1.09,2.29
misty,8.18,8.95,15.28,2.63,11.04,2.55,13.89,2.56,5.16,5.42,18.62,9.22,7.93,27.05,1642.74,64.46,13.16,4.26,4.29,6.13,6.63,4.49,13.9,10.53,5.49,3.14,0,3.62,63.3,10.76,6,11.57,6,20,20,1.3,1.15,1.28,2.81
misty,7.53,8.07,14.08,2.66,10.83,3.01,14.25,2.92,5.05,5.2,18.04,9.71,7.71,26.84,1604.47,63.64,11.66,3.91,4.47,5.66,5.83,3.87,13.03,9.49,5.18,3.25,0,3.1,62.19,NA,6,10.43,7,18,18,1,0.96,1.24,2.07
misty,6.9,7.39,13.16,2.15,10.13,2.76,11.73,2.08,4.69,4.81,16.15,8.52,7.07,26.28,1425.63,57.53,11.92,3.5,3.76,4.4,5.36,3.74,13.03,9.67,4.76,3.24,0,2.16,56.12,9.41,6,9.83,6,19,19,1.2,1.13,1.11,2.62
misty,6.94,7.78,15.32,2.59,10.82,2.92,14.2,3.22,4.82,5.62,18.23,8.69,7.52,26.13,1496.09,62.16,13.71,3.79,3.14,5.87,6.13,3.56,11.85,9.27,4.76,3.6,0,3.27,60.43,9.94,6,10.29,6,21,21,1.11,1.02,1.04,2.75
misty,7.14,8.3,17.92,2.99,12.31,4.81,16.56,3.24,5.16,5.64,19.46,10.88,8.97,31.91,2072.84,71.68,13.92,4.02,3.32,6.71,7.14,4.96,13.94,11.27,5.81,4.08,0,4,64.12,10.18,5,10.28,5,19,19,0.98,0.87,0.82,2.43
misty,6.21,7.15,13.66,2.55,9.32,2.22,12.67,2.02,4.82,4.91,16.76,9.48,6.96,26.86,1489.92,58.8,12.56,3.74,4.11,5.3,6.11,3.82,12.19,8.81,4.85,3.5,0,2.71,57.62,9.74,5,9.77,4,19,17 two along bottom left behind; count confirmed,1.19,1.01,1.03,2.14
misty,5.21,7.54,15.66,2.89,11.68,4.52,14.32,2.95,4.45,5.73,18.02,12.3,8.25,31.54,2314.71,63.98,13.46,4.06,3.74,6.34,6.94,4.27,14.24,10.22,5.77,3.74,0,3.84,64.57,10.23,5,10.46,5,20,20,1.19,1.08,1.13,2.41
misty,6.51,6.91,14.46,2.54,11.28,3.14,12.01,3.13,4.43,5.33,16.23,9.46,7.33,26.6,1595.14,56.99,13.36,4.37,4.45,5.49,6.55,3.98,13.25,9.52,5.17,3.77,0,2.26,56.33,8.97,5,9.38,5,19,19,1.57,1.51,1.53,2.46
misty,6.39,6.47,15.07,2.73,10.39,3.77,13.99,1.73,5.11,5.63,18.15,10.29,7.5,28.24,1806.62,63.85,13.71,4.42,4.07,5.62,6.6,4.1,13.89,9.85,5.24,3.68,0,3.36,61.91,10.64,5,10.52,6,20,20,1.16,0.94,0.82,2.25
moore,9.46,9.66,21.32,3.53,13.98,4.01,20.04,3.74,6,6.38,21.39,12.12,10.15,37,2783.99,76.47,13.62,5.39,5.65,10.54,10.78,7.78,17.76,13.01,6.78,4.07,0,8.06,74.41,11.45,7,12.72,7,20,20,1.63,1.34,1.5,1.88
moore,6.46,6.75,15.73,2.29,13.06,3.17,12.84,3.08,4.8,5.24,17.11,10.04,6.89,27.09,1876.12,58.85,13.48,3.85,3,5.38,6.45,4.72,13.17,8.87,5.18,3.5,0,2.7,57.67,9.43,6,9.43,6,18,18,0.79,0.9,0.65,2.32
moore,7.65,5.55,18.92,3.45,15.13,3.75,17.9,3.69,6.03,6.1,20.58,11.75,8.38,33.05,2453.94,70.21,14.75,4.97,3.32,8.09,8.71,6.68,14.87,10.57,7.16,4.51,0,5.87,68.97,11.82,6,11.81,6,18,18,1.98,1.93,1.95,1.62
moore,5.58,5.94,10.42,1.81,8.73,2.36,9.53,2.04,3.52,3.75,12.22,6.36,5.14,20.08,907.71,42.16,8.8,2.42,2.22,3.41,4.47,2.73,9.63,6.61,4.17,2.53,0,0.96,41.34,8.46,7,8.51,7,18,18,0.87,0.85,0.84,3.56
moore,7.9,8.27,17.42,3.21,14.31,3.68,16.17,3.75,6.87,6.17,21.28,11.92,8.05,31,2339.66,66.18,15.07,4.8,3.82,7.17,7.73,5.46,14.98,10.26,6.29,3.27,0,4.46,64.99,11.65,6,11.71,7,19,19,1.38,1.41,1.32,2.04
moore,7.78,8.54,18.77,3.5,14.11,3.77,16.82,3.99,6.1,6.22,20.85,11.21,8.21,31.3,2474.22,71.03,15.38,4.67,2.69,6.91,8.29,6,15.33,10.77,6.64,4.41,0,5.03,67.95,11.14,6,10.87,6,20,20,1.36,1.19,1.29,2.01
moore,5.71,6.27,11.47,2.11,9.59,2.98,11.1,2.71,4.07,4.16,14.27,7.79,6.01,22.89,1201.23,48.47,10.96,3.07,2.32,4.61,5.39,3.61,11.38,8.02,4.45,2.87,0,1.53,48.62,8.65,6,8.69,6,18,18,1.13,1.15,1.2,2.45
moore,5.84,4.32,14.53,2.68,12.38,3.14,13.9,3.05,5.35,5.02,17.71,8.99,7.6,25.6,1703.14,57.72,12.15,4.13,3.8,6,7.04,4.78,12.92,9.55,5.9,3.6,0,3.06,56.58,9.26,5,8.89,5,19,20 one raker became more clear,1.19,1.07,1.15,2.48
moore,5.4,6.41,11.8,2.09,8.27,2.75,11.03,2.48,3.81,4.33,13.87,7.33,6.28,21.97,1012.62,49.29,9.63,2.94,2.52,3.79,5.39,3.66,11.52,7.64,4.38,2.62,0,1.53,48.28,8.83,5,8.97,6,18,18,0.82,0.9,0.86,2.74
moore,4.22,4.92,8.42,1.5,7.71,2.27,7.99,1.75,2.65,3.66,10.89,5.63,4.8,16.46,673.71,37.54,7.69,2.23,1.98,3.28,3.69,2.31,8.58,5.49,3.34,2.21,0,0.64,36.61,6.91,6,6.65,6,19,17 left two along mouth,1.01,0.86,0.94,4.01
moore,4.96,4.43,8.3,1.57,6.19,2.22,7.77,1.56,2.12,3.33,9.69,5.4,4.9,16.59,423.96,36.77,7.84,2.05,1.59,2.76,3.67,2.25,8.49,5.59,3.4,2.29,0,0.6,36.68,7.12,6,7.36,6,22,22,0.68,0.63,0.56,4.87
moore,4.34,5.11,8.3,1.7,7.76,2.21,8.39,1.51,2.54,3.47,10.3,6,5.06,17.62,726.41,38.42,7.78,2.28,1.99,3.08,4.3,2.22,9.5,6.45,3.55,2.3,0,0.73,38.18,6.21,5,6.48,6,18,12 6 along mouth that I couldnt get,0.73,0.74,0.54,4
moore,5,5.75,7.99,1.6,6.93,2.4,8.11,1.79,2.75,3.6,10.99,5.85,5.3,19.19,686.2,37.66,8.13,2.23,1.68,3.11,3.84,2.55,9.14,5.9,3.25,2.12,0,0.68,37.18,7.6,6,7.07,5,18,18,0.71,0.6,0.64,4
moore,5.6,5.92,12.7,2.24,9.08,2.86,10.99,2.57,3.39,4.13,13.31,7.68,5.8,22.33,1114.56,47.53,9.8,3.09,2.32,4.17,5.03,3.45,12.23,8.01,4.34,2.5,0,1.49,47.8,8.34,6,8.43,5,18,15 3 along bottom got snipped off,0.85,0.71,0.76,2.7
moore,7.27,7.53,15.76,2.8,12.51,3.95,15.08,2.56,3.79,4.96,15.73,9.64,7.54,27.31,1888.5,61.31,12.68,3.89,3.63,6.8,6.95,4.31,13.47,9.6,5.71,3.33,0,4.01,60.42,10.23,6,10.13,6,20,20 a couple alomg top and bottom got clipped off but was to verify count out of fish,0.92,0.98,0.91,3.14
moore,5.44,6.1,13,1.91,10.13,2.59,10.6,2.04,3.45,4.21,13.08,6.89,6.06,21.09,1117.3,47.95,10.19,2.74,2.44,3.79,4.96,2.73,9.61,6.39,4.32,2.89,0,1.41,46.43,7.71,7,7.92,7,18,18,1,0.96,0.91,2.98
moore,4.91,5.46,10.36,1.86,6.72,2.95,9.71,2.3,2.85,3.51,11.58,6.05,5.4,18.72,538.22,41.91,9.11,2.6,1.82,3.4,4.58,2.93,9.8,6.57,4.17,2.49,0,1,41.35,7.38,7,7.27,6,18,18,0.45,0.51,0.28,3.84
moore,5.3,5.45,10.27,1.75,8.52,2.5,9.76,2.33,3.43,3.73,12.54,5.62,5.81,18.47,815.09,43.29,9.45,2.63,2.14,3.22,4.52,2.7,9.55,6.47,4.18,2.69,0,1.02,42.61,8.08,6,7.83,6,19,19,0.79,0.7,0.74,3.19
moore,6.48,7.4,16.56,2.68,10.93,3.52,14.53,2.53,4.99,5.48,17.99,9.63,7.4,27.22,1875.91,60.69,12.92,4.88,4.71,6.18,7.5,5.44,14.32,10.65,5.46,3.22,0,3.27,58.94,9.46,6,9.32,7,20,20,1.11,0.94,0.95,2.53
moore,7.11,7.4,16.1,2.73,12.58,3.18,14.43,3.57,5.14,5.61,18.16,10.81,7.24,28.58,2071.7,61.13,13.63,4.12,3.36,6.37,6.83,4.88,13.49,9.3,6.15,3.86,0,3.46,59.42,9.93,5,9.95,6,19,19,1.2,1.14,1.17,2.52
moore,7.86,8.87,16.05,2.66,12.05,3.33,15.65,2.54,4.55,5.39,17.66,11.88,8.81,31.54,2269.34,63.36,12.6,4.37,4.67,7.7,8.59,6.05,14.12,9.86,5.8,3.38,0,4.6,60.97,10.68,6,10.15,6,18,18,1.05,1.2,0.97,2.06
moore,6.96,7.84,16.52,2.82,12.73,3.89,14.54,3.36,5.65,5.4,19.03,11.31,8.2,30.92,2441.54,61.32,12.83,4.26,4.33,5.99,7.43,5.03,14.09,10.35,5.52,3.03,0,3.16,60.01,10.44,5,10.67,5,21,23 two along mouth became more obvious upon removal-consider as real count,1.43,1.17,1.21,2.73
moore,6.32,6.41,14.72,2.33,11.01,3.65,12.76,2.75,4.76,5.02,16.76,9.81,7.54,28.37,1774.1,58.29,9.92,2.94,2.44,4.2,4.88,3.43,10.42,7.16,4.2,2.57,0,2.65,57.48,8.71,6,8.46,6,21,21 few along mouth got clipped off but was able to recount to verify,1.4,1.01,0.95,2.25
moore,5.02,5.44,9.29,1.6,6.64,2.82,8.21,1.91,2.38,3.43,10.28,5.69,4.52,16.63,643.47,38.89,8,2.21,1.76,3.35,3.94,2.16,8.72,5.77,3.87,2.42,0,0.75,38.74,6.88,6,7.06,6,22,22,0.74,0.67,0.68,4.48
moore,5.2,5.6,11.38,1.68,8.45,2.59,9.93,2.06,3.53,4.22,13.08,6.12,6.04,19.67,942.84,46.58,13.08,4.05,3.11,5.46,6.96,5.47,13.25,9.34,4.84,2.89,0,1.24,46.16,8.28,7,8,6,19,19,0.97,0.84,1,2.99
moore,6.85,7.29,14.16,2.23,10.33,3.31,13.81,2.28,3.84,4.92,15.74,9.43,7.32,25.86,1670.02,56.23,11.88,3.46,3,6.31,6.76,4.41,12.88,8.9,5.14,3.09,0,2.79,54.16,9.2,6,9.28,6,20,18 lost two along the mouth,0.93,0.93,0.73,2.55
moore,5.28,5.81,11.2,1.81,8.2,2.39,9.87,2.12,3.07,3.86,11.84,6.67,5.27,19.31,879.61,42.95,8.99,2.52,2.41,3.41,4.4,2.6,9.73,6.85,4.15,2.74,0,1.09,43.09,7.38,6,7.63,6,17,17,0.73,0.73,0.52,3.45
moore,5.63,6.38,11.22,2.35,9.38,3.29,12.28,2.41,3.77,3.87,14.13,7.18,6.46,22.21,812.62,51.88,10.89,3.35,2.37,4.94,5.88,3.67,12.08,8.35,5.03,3.23,0,2.01,51.32,8.61,6,8.74,5,17,17,0.97,1.02,1.02,2.6
moore,6.74,NA,14.28,2.53,10.61,3.05,13.82,2.64,4.58,5.42,16.84,10.06,7.56,27.07,1799.99,59.49,11.25,4.31,4.56,6.37,7.06,5.27,13.88,10.14,5.15,3.14,0,3.13,57.25,8.36,5,8.5,6,18,18,0.82,0.76,0.68,2.9
moore,5.49,6.48,11.42,2.1,8.64,3.08,10.9,2.63,3.62,4.1,13.66,6.71,6.2,20.94,1029.17,45.76,10.43,2.66,1.64,4.46,5.13,3.12,10.78,7.58,4.67,2.98,0,1.43,45.2,8.83,6,8.8,6,17,17,1.17,1.16,1.21,2.35
moore,7.34,8.8,16.63,2.98,11.32,3.5,14.87,2.84,5.08,5.67,18.02,8.99,8.41,28.03,1872.75,61.48,13.52,4.19,3.88,6.34,7.83,5.58,15.31,10.94,5.15,3.05,0,3.59,59.91,7.79,6,10.89,6,18,18,1.16,1.12,1.06,1.82
moore,5.75,6.44,12.02,2.11,9.45,2.49,11.37,2.49,3.47,3.99,13.37,7.58,6.41,22.39,1272.25,49.08,9.65,3.11,2.53,4.27,5.25,3.28,11.41,7.79,4.32,2.63,0,1.59,48.67,8.86,5,8.95,5,17,17,0.85,0.95,0.84,2.72
moore,6.12,6.3,14.6,2.76,10.56,3.17,13.26,3.31,4.8,4.75,16.59,9.2,7.29,26.85,1830.75,56.84,12.44,3.54,2.77,5.46,6.06,3.71,12.86,8.74,5.67,3.5,0,2.75,56.3,8.87,6,8.95,6,18,18,1.34,1.25,1.25,2.33
moore,7.26,8.07,13.99,2.57,10.33,3.58,14.48,2.93,4.95,5.59,18.55,9.58,7.25,26.51,1747.84,59.69,13.83,4.43,3.49,6.94,7.72,5.96,15.02,10.75,4.9,3.12,0,3.22,58.99,9.58,6,10.25,6,20,20,1.21,1.19,1.23,2.15
moore,4.96,5.95,10.91,1.62,8.69,2.41,9.97,2.62,3.27,4.04,12.77,7.17,6.3,21.15,1074.1,46.12,9.31,2.53,2.14,3.25,4.7,3.05,10.14,6.34,4.3,2.53,0,1.22,46.18,8.2,8,8.24,8,20,20,0.96,1.03,0.92,2.84
moore,6.35,7.14,15.27,2.59,10.98,3.1,13.95,3.15,4.07,5.38,16.45,10.02,8.19,28.23,1904.52,60.9,14.66,3.94,3.85,6.09,7.27,5.13,14.97,9.82,5.26,3.26,0,3.47,59.89,9.32,5,9.39,6,18,18,1.03,0.94,0.83,2.6
moore,7.32,7.68,14.45,2.69,10.87,2.99,15.24,2.49,4.69,5.43,17.94,10.61,8.05,29.57,2135.15,62.42,12.88,4.27,3.47,7.14,7.64,5.59,14.75,11.14,5.48,3.34,0,3.67,61.1,7.74,6,9.69,6,17,17,1.33,1.1,1.16,2.21
moore,7.57,8.26,16.11,2.52,10.3,3.22,14.63,2.76,4.08,5.24,16.52,10.19,7.77,27.94,1938.42,61.9,12.43,4.12,4.13,6.54,7.61,5.31,14.63,10.56,5.37,2.94,0,3.83,60.75,9.97,5,10.69,5,21,21,0.97,1,1.03,2.55
moore,7.65,8.6,15.85,2.76,10.5,4.17,16.05,2.55,4.73,4.59,16.92,9.79,8.08,28.62,2038.06,62.93,13.06,4.14,3.49,8.23,8.82,6.68,16.05,11.75,5.86,3.36,0,4.75,61.27,11.16,6,11.55,6,21,19 two along bottom got left behind,0.8,0.83,1.03,2.65
moore,6.28,7.19,13.26,2.3,10.73,2.78,12.77,3.5,4.67,5.02,16.33,8.1,6.56,24.07,1410.52,53.8,11.24,3.66,3.03,4.92,6.02,3.83,11.89,7.82,5.13,3.09,0,2.09,51.94,10.06,6,9.87,7,20,20,1.05,1.02,1.03,2.64
muchalat,4.01,4.56,10.14,1.55,6.59,2.79,8.58,1.88,2.45,4.09,11.07,4.9,5.36,17.77,554.71,40.63,8.72,2.58,1.73,3.81,4.59,3.3,8.07,5.39,3.07,2.12,0,0.85,40.73,6.29,11,6.52,12,22,22,0.58,0.47,0.59,3.51
muchalat,4.01,3.86,8.85,1.59,6.41,2.56,8.49,1.91,2.56,3.86,10.8,3.85,4.69,14.71,385.8,39.05,7.88,2.13,1.62,3.28,4.27,2.47,8.74,5.83,3.24,1.85,0,0.79,38.26,5.53,7,6.49,6,22,23 one tiny one on bottom of mouth that I couldnt initially see,0.77,0.61,0.63,4.2
muchalat,4.49,4.8,9.61,1.62,6.02,2.48,8.97,2,2.46,3.81,10.69,5.11,5.38,17.26,539.86,40.1,8.64,2.45,1.83,3.49,4.13,2.38,8.9,6.09,3.16,2.22,0,0.9,39.57,5.78,8,7.08,7,22,22,0.56,0.55,0.69,4.14
muchalat,3.5,4.17,7.59,1.36,4.32,1.76,8.3,1.72,2.04,3.09,8.96,4.14,3.61,13.59,316.96,34,6.31,1.71,1.8,4,4.02,1.9,6.24,4.38,2.58,1.9,0,0.68,33.54,4.53,10,5.6,8,22,21  one lost on roof of mouth presence NOT confirmed couldnt find raker,0.57,0.52,0.59,5.07
muchalat,3.24,4.74,10.54,1.41,7.39,2.41,8.47,1.76,2.09,4.26,10.51,6.03,5.49,18.26,531.86,42.6,8.09,2.41,1.5,3.41,4.44,2.86,9.27,6.55,3.3,2.45,0,0.88,40.76,6.4,11,6.58,12,21,21,0.52,0.49,0.51,3.48
muchalat,3.77,4.11,9.34,1.46,6.09,2.26,9.15,1.88,2.57,3.55,10.08,5.35,4.97,16.22,481.76,39.27,7.21,2.1,2.1,4.26,4.69,2.26,8.6,5.96,2.89,2.22,0,0.99,38.79,5.14,9,5.81,10,22,22,0.86,0.81,0.86,4.5
muchalat,3.67,6.22,10.9,1.85,7.63,2.37,10.86,1.92,2.32,3.87,10.93,6.44,5.24,18.84,615.4,45.49,7.64,2.62,3.06,5.05,5.36,3.51,10.08,6.77,3.97,2.37,0,1.54,45.92,6.77,7,7.44,7,21,21,0.83,0.78,0.81,4.62
muchalat,4.21,5.14,11.36,1.88,8.9,2.85,9.75,2.55,3.26,4.62,13.19,7.01,6.24,22.5,873.22,45.27,10.06,3.37,2.21,4.68,5.08,2.89,8.77,6.11,3.57,2.68,0,1.17,44.8,6.61,8,6.75,9,21,21,0.9,0.91,0.83,3.05
muchalat,3.68,4.74,10.44,1.93,7.6,2.62,9.76,2.6,3.44,3.7,12.64,7.31,5.97,21.75,772.82,43.18,9.48,3.1,1.93,3.59,4.65,2.96,9.89,6.86,3.43,2.49,0,1.13,42.66,6.36,8,6.63,8,22,22,1.03,0.84,0.85,3.16
muchalat,4.71,5.53,10.98,1.72,8.07,2.3,9.38,2.31,2.64,4.01,11.27,6.16,5.42,19.14,640.07,44.06,9.02,2.6,2.04,4.08,4.59,3.14,9.04,5.99,3.12,2.02,0,1.14,42.83,6.29,13,7.09,12,20,20,0.73,0.68,0.66,4.02
muchalat,4.46,4.85,9.78,1.64,6.79,2.52,8.52,1.8,2.27,3.65,10.18,5.56,5.05,17.42,513.21,37.68,8.21,2.35,1.73,3.34,4.01,2.04,7.13,5.03,3.25,2.21,0,0.7,37.28,6.25,7,5.81,7,22,22,0.8,0.84,0.73,4.67
muchalat,4.41,5.04,12.2,1.67,7.5,2.74,9.54,2.04,2.53,4.41,11.69,5.37,6.32,19.38,653.13,44.81,9.03,2.64,2.67,3.65,4.53,3.2,10.07,7.21,3.22,2.1,0,1.08,44.44,6.88,7,7.01,7,21,21,0.67,0.69,0.7,3.49
muchalat,3.73,5.22,9.7,1.57,7.22,2.82,9.32,2.53,2.86,4.37,12.23,6.72,5.54,20.2,678.99,43.77,8.92,2.6,2.3,3.5,4.56,3.18,8.84,6.14,3.5,2.35,0,1.12,43.58,5.98,11,6.3,12,18,18,0.91,0.64,0.86,3.44
muchalat,4.25,4.99,9.13,1.6,6.83,2.22,8.2,1.83,2.15,3.33,9.76,4.48,4.75,14.72,389.76,36.21,7.2,2.25,1.65,3.08,3.86,2.29,7.2,4.86,3.34,2.12,0,0.67,36.32,6.57,11,6.61,12,23,23,0.64,0.53,0.66,5.19
muchalat,3.24,5.35,8.61,1.36,6.54,3.31,7.41,2.1,2.6,3.52,10.51,5.57,4.92,16.36,475.2,35.98,7.47,2.64,2.2,3.09,3.67,2.26,8.16,5.3,3.22,2.27,0,0.63,35.75,5.91,6,6.14,7,21,21,0.68,0.7,0.6,4.21
muchalat,4.67,4.68,9.74,1.39,8.08,2.43,8.17,1.84,2.68,3.78,11.06,5.8,5.5,17.8,538.77,38.35,7.28,2.36,2.51,3.27,3.9,2.74,8.91,5.93,3.31,1.84,0,0.79,38.34,6.59,7,6.78,6,20,20,0.87,0.86,0.95,4.34
muchalat,4.15,4.18,7.26,1.44,6.32,2.34,7.32,1.99,2.12,3.35,9.57,4.47,4.27,13.99,341.92,33.72,6.84,1.86,1.47,2.59,3.37,1.96,7.72,5.81,2.96,1.89,0,0.52,33.43,4.93,8,6.06,10,20,20,0.78,0.67,0.73,4.39
muchalat,4.69,5.61,11.41,1.71,7.62,2.36,9.7,2.1,2.32,4.31,11.59,7.32,6.68,21.86,811.29,45.61,8.32,3.07,2.38,3.8,4.68,3.17,10.27,6.9,3.86,2.52,0,1.27,45,7.97,10,7.28,9,20,20,0.52,0.57,0.63,3.87
muchalat,6.33,6.36,11.84,2.25,10.15,2.88,11.37,2.96,3.97,5.22,15.31,7.3,8.09,25.06,1113.67,57.39,10.23,3.86,3.5,5.13,5.83,4.99,14.13,9.96,4.05,2.58,0,2.04,56.48,7.79,6,8.23,7,22,22,1.09,1.11,0.75,3.09
muchalat,5.05,5.61,11.59,1.96,7.95,2.88,10.65,2.6,3.01,4.63,13,6.52,6.02,20.84,742.47,48.52,9.31,2.65,1.81,4.8,5.38,3.86,10.89,7.52,3.9,2.54,0,1.54,47.86,7.65,12,7.46,13,22,23  one on bottom of mouth that I couldnt initially see,0.9,0.96,0.79,3.7
muchalat,5.46,6.62,12.36,2.26,8.93,4.07,10.56,2.62,3.13,4.68,13.4,6.84,6.74,22.48,884.15,50.27,9.64,3.2,2.49,4.3,5.13,3.38,11.5,8.07,3.87,2.58,0,1.64,49.15,7.67,9,7.86,10,21,21,0.63,0.58,0.62,3.58
muchalat,3.92,5.74,10.67,1.8,7.8,3.1,9.32,2.36,2.36,4.41,11.29,3.46,5.52,16.8,477.03,44.4,8.34,2.67,2.21,3.87,4.3,2.9,10.08,7.05,3.15,1.82,0,1.13,43.8,6.26,13,6.78,13,20,20,0.86,0.81,0.56,3.4
muchalat,4.7,5.22,12.02,2.06,8.72,3.17,10.29,3.08,3.58,4.78,14.2,7.34,6.31,22.02,901.17,47.89,9.83,3.12,3.14,4.64,5,3.22,9.91,6.5,4.08,2.59,0,1.44,46.47,6.59,9,7.09,7,20,20,0.96,0.94,0.92,3.85
muchalat,4.39,5.51,12.95,2.29,10,3.03,10.94,2.59,3.49,4.73,14.34,8.12,6.84,25.02,957.16,49.75,10.86,2.99,2.33,4.53,5.15,3.4,11.37,6.86,4.01,2.46,0,1.59,48,8.93,6,8.25,7,20,17,0.93,1.16,1.06,3.64
muchalat,NA,4.86,9.72,1.93,8.85,2.48,10.13,3.28,3.33,4.5,13.85,6.64,7.11,22.02,820.17,47.21,9.45,3.14,2.52,3.91,4.74,3.06,9.74,6.24,3.62,2.17,0,1.3,45.29,7.93,6,7.32,6,21,21,0.94,0.91,0.91,3.24
